case_id,text,ground_truth_team,acceptable_teams,category,risk_level,difficulty,expected_behavior,expected_no_answer,expected_human_review,expected_blocked,expected_sources,expected_key_information,expected_missing_information
E189,Kann ich eine Eltern-Kind-Spielgruppe in einem stadtischen Raum anbieten und wo melde ich das an?,jugend_familie,jugend_familie|schule_bildung,standard,low,medium,draft,false,false,false,JF-08,Spielgruppe; Eltern-Kind-Angebot; Raum- oder Angebotsanfrage; Jugend/Familie,Zielgruppe; Zeitraum; Raumwunsch
E190,"Wir möchten eine offene Spielgruppe für Kleinkinder starten und fragen, ob die Stadt solche Angebote koordiniert oder nur Räume vermittelt.",jugend_familie,jugend_familie,email_like,low,medium,draft,false,false,false,JF-08,Eltern-Kind-Angebot; Spielgruppe; Koordination; Beratung,Alter der Kinder; Träger; Ort
E191,"Mein Kind hat Anspruch auf Bildung und Teilhabe, aber ich weiß nicht, ob die Schulfahrt oder das Mittagessen über Schule oder Soziales läuft.",soziales,soziales|schule_bildung,multi_intent,medium,hard,review,false,true,false,SO-07|SB-03|SB-06,Bildung und Teilhabe; Schulfahrt; Mittagessen; Abgrenzung Schule und Soziales,Leistungsbezug; Schule; konkrete Leistung
E192,Ich brauche wegen drohendem Wohnungsverlust und Rückständen bei der Miete sehr kurzfristig Beratung. Bitte nennen Sie mir den richtigen Kontakt.,soziales,soziales,high_risk,high,hard,review,false,true,false,SO-06,Wohnungsverlust; Mietrückstand; dringende Beratung; Human Review,Frist; Räumungstermin; Kontaktmöglichkeit
E193,"Die Mensa meines Kindes berechnet aus meiner Sicht falsche Beitraege und ich frage mich, ob das Schule, Soziales oder Jugend ist.",schule_bildung,schule_bildung|soziales|jugend_familie,ambiguous,medium,hard,review,false,true,false,SB-03|SO-07|JF-02,Mensa; Beitraege; Bildung und Teilhabe; mehrdeutige Zuständigkeit,Schule; Bescheid; Leistungsbezug
E194,"Sehr geehrte Damen und Herren, an der Grundschule fehlen sichere Fahrradstellplätze. Ist das ein Thema für Schulverwaltung, Bauhof oder Stadtplanung?",schule_bildung,schule_bildung|stadtplanung|abfall_bauhof,email_like,medium,hard,review,false,true,false,SB-09|SP-07|AB-09,Schulumfeld; Verkehr/Sicherheit; Fahrradstellplätze; mehrere Fachbereiche,Schule; Standort; Problem
E195,"Ich möchte einen Baum faellen, auf dem vermutlich ein Vogelnest ist. Darf ich das trotzdem beantragen?",umwelt_klima,umwelt_klima,high_risk,high,hard,review,false,true,false,UK-01|UK-06,Baumfällung; Artenschutz; Vogelnest; keine Freigabe; Human Review,Baumart; Standort; Nesthinweis; Zeitraum
E196,"In unserer Straße riecht es seit Tagen nach Chemikalien, aber ich kenne die Quelle nicht. Wohin kann ich mich wenden?",umwelt_klima,umwelt_klima|ordnungsamt,high_risk,high,hard,review,false,true,false,UK-02|UK-08|OA-08,Umweltbeschwerde; Geruch; mögliche Gefahrenstelle; Human Review,Ort; Zeiten; Beschreibung; mögliche Quelle
E197,Bei der Grünpflege wurden meiner Meinung nach Blütenflaechen zu früh gemäht. Ich möchte eine Beschwerde und eine Umweltfrage stellen.,umwelt_klima,umwelt_klima|abfall_bauhof,multi_intent,medium,medium,review,false,true,false,UK-03|AB-06,Grünflaeche; Maeharbeiten; Umweltaspekt; Abgrenzung Bauhof und Umwelt,Ort; Zeitraum; konkrete Fläche
E198,Ich möchte eine Idee für Verkehrsberuhigung mit mehr Bäumen und weniger versiegelten Flächen einreichen.,stadtplanung,stadtplanung|umwelt_klima,email_like,medium,hard,review,false,true,false,SP-07|SP-04|UK-09,Verkehrsberuhigung; Stadtentwicklung; Nachhaltigkeitsidee; mehrere Fachbereiche,Straße; Idee; Ziel
E199,"Die Stadt plant eine neue Wohnbebauung in der Nähe eines Spielplatzes. Ich möchte wissen, wo ich Einwendungen einreichen kann.",stadtplanung,stadtplanung,high_risk,high,hard,review,false,true,false,SP-02|SP-06|SP-04,Bauleitplanung; Beteiligung; Spielplatz-/Grünflaechenbezug; Fristen; Human Review,Planverfahren; Frist; Gebiet
E200,Ich habe eine Frage zu einer Bundesleistung und gleichzeitig zur Ummeldung meines Wohnsitzes. Können Sie bitte beides beantworten?,unknown,buergerbuero|unknown,multi_intent,medium,hard,review,true,true,false,BB-03,"Teilweise kommunal, teilweise außerhalb der Wissensbasis; keine freie Antwort zur Bundesleistung; Rückfrage",konkrete Bundesleistung; Umzugsdatum
